time,power
2021-01-04 14:15:00,24.76844
2021-01-04 14:30:00,25.043743
2021-01-04 14:45:00,23.858612
2021-01-04 15:00:00,24.4547
2021-01-04 15:15:00,24.460983
2021-01-04 15:30:00,24.637636
2021-01-04 15:45:00,24.43821
2021-01-04 16:00:00,23.769087
2021-01-04 16:15:00,24.135075
2021-01-04 16:30:00,23.804558
2021-01-04 16:45:00,23.933104
2021-01-04 17:00:00,23.91332
2021-01-04 17:15:00,23.397385
2021-01-04 17:30:00,24.106117
2021-01-04 17:45:00,23.559246
2021-01-04 18:00:00,35.365417
2021-01-04 18:15:00,27.81009
2021-01-04 18:30:00,25.283226
2021-01-04 18:45:00,25.881052
2021-01-04 19:00:00,27.065872
2021-01-04 19:15:00,24.219034
2021-01-04 19:30:00,24.923603
2021-01-04 19:45:00,25.420279
2021-01-04 20:00:00,23.586834
2021-01-04 20:15:00,24.95765
2021-01-04 20:30:00,25.246304
2021-01-04 20:45:00,24.517271
2021-01-04 21:00:00,24.585453
2021-01-04 21:15:00,24.601997
2021-01-04 21:30:00,24.620773
2021-01-04 21:45:00,24.57006
2021-01-04 22:00:00,23.916489
2021-01-04 22:15:00,24.167095
2021-01-04 22:30:00,24.050383
2021-01-04 22:45:00,24.16042
2021-01-04 23:00:00,24.184307
2021-01-04 23:15:00,23.577782
2021-01-04 23:30:00,24.449137
2021-01-04 23:45:00,23.677853
2021-01-05 00:00:00,33.019833
2021-01-05 00:15:00,26.589693
2021-01-05 00:30:00,24.882399
2021-01-05 00:45:00,25.48871
2021-01-05 01:00:00,26.503386
2021-01-05 01:15:00,24.063179
2021-01-05 01:30:00,24.727638
2021-01-05 01:45:00,25.365501
2021-01-05 02:00:00,23.716002
2021-01-05 02:15:00,24.789867
2021-01-05 02:30:00,25.19918
2021-01-05 02:45:00,24.327368
2021-01-05 03:00:00,24.73164
2021-01-05 03:15:00,24.624008
2021-01-05 03:30:00,24.799274
2021-01-05 03:45:00,24.158825
2021-01-05 04:00:00,23.597816
2021-01-05 04:15:00,24.188215
2021-01-05 04:30:00,23.639698
2021-01-05 04:45:00,23.914211
2021-01-05 05:00:00,23.816486
2021-01-05 05:15:00,23.448744
2021-01-05 05:30:00,24.251883
2021-01-05 05:45:00,23.507189
2021-01-05 06:00:00,37.014732
2021-01-05 06:15:00,27.1457
2021-01-05 06:30:00,24.79707
2021-01-05 06:45:00,26.411331
2021-01-05 07:00:00,26.780891
2021-01-05 07:15:00,23.53818
2021-01-05 07:30:00,24.43695
2021-01-05 07:45:00,25.229042
2021-01-05 08:00:00,23.188349
2021-01-05 08:15:00,24.578974
2021-01-05 08:30:00,25.03368
2021-01-05 08:45:00,23.877474
2021-01-05 09:00:00,24.1476
2021-01-05 09:15:00,24.404366
2021-01-05 09:30:00,24.17427
2021-01-05 09:45:00,23.72756
2021-01-05 10:00:00,23.432373
2021-01-05 10:15:00,23.54049
2021-01-05 10:30:00,23.367758
2021-01-05 10:45:00,23.612097
2021-01-05 11:00:00,23.750555
2021-01-05 11:15:00,23.203827
2021-01-05 11:30:00,23.881014
2021-01-05 11:45:00,23.306046
2021-01-05 12:00:00,34.916428
2021-01-05 12:15:00,26.805256
2021-01-05 12:30:00,24.774614
2021-01-05 12:45:00,25.668373
2021-01-05 13:00:00,26.768711
2021-01-05 13:15:00,23.790302
2021-01-05 13:30:00,24.897842
2021-01-05 13:45:00,25.314657
2021-01-05 14:00:00,23.485975
2021-01-05 14:15:00,24.375135
2021-01-05 14:30:00,25.089626
2021-01-05 14:45:00,24.12685
2021-01-05 15:00:00,24.547861
2021-01-05 15:15:00,24.359419
2021-01-05 15:30:00,24.436342
2021-01-05 15:45:00,23.69732
2021-01-05 16:00:00,23.54921
2021-01-05 16:15:00,23.726053
2021-01-05 16:30:00,23.556782
2021-01-05 16:45:00,23.78505
2021-01-05 17:00:00,23.738409
2021-01-05 17:15:00,23.283909
2021-01-05 17:30:00,24.063105
2021-01-05 17:45:00,23.461649
2021-01-05 18:00:00,36.32432
2021-01-05 18:15:00,27.596216
2021-01-05 18:30:00,24.946772
2021-01-05 18:45:00,26.103237
2021-01-05 19:00:00,27.039906
2021-01-05 19:15:00,23.93236
2021-01-05 19:30:00,25.975498
2021-01-05 19:45:00,25.48855
2021-01-05 20:00:00,23.66694
2021-01-05 20:15:00,25.082874
2021-01-05 20:30:00,25.458464
2021-01-05 20:45:00,24.440979
2021-01-05 21:00:00,24.872108
2021-01-05 21:15:00,24.650927
2021-01-05 21:30:00,24.692049
2021-01-05 21:45:00,24.757431
2021-01-05 22:00:00,23.866589
2021-01-05 22:15:00,24.112152
2021-01-05 22:30:00,24.061924
2021-01-05 22:45:00,24.150509
2021-01-05 23:00:00,23.933935
2021-01-05 23:15:00,23.60802
2021-01-05 23:30:00,24.571138
2021-01-05 23:45:00,23.722921
2021-01-06 00:00:00,34.8498
2021-01-06 00:15:00,26.475227
2021-01-06 00:30:00,24.712482
2021-01-06 00:45:00,25.371952
2021-01-06 01:00:00,26.409616
2021-01-06 01:15:00,23.521145
2021-01-06 01:30:00,24.734945
2021-01-06 01:45:00,25.082767
2021-01-06 02:00:00,23.453274
2021-01-06 02:15:00,24.69243
2021-01-06 02:30:00,24.880407
2021-01-06 02:45:00,24.066591
2021-01-06 03:00:00,24.287706
2021-01-06 03:15:00,24.302856
2021-01-06 03:30:00,24.43914
2021-01-06 03:45:00,23.835123
2021-01-06 04:00:00,23.354937
2021-01-06 04:15:00,23.826391
2021-01-06 04:30:00,23.468054
2021-01-06 04:45:00,23.605927
2021-01-06 05:00:00,23.3299
2021-01-06 05:15:00,23.071136
2021-01-06 05:30:00,23.93769
2021-01-06 05:45:00,23.324549
2021-01-06 06:00:00,34.93518
2021-01-06 06:15:00,27.012003
2021-01-06 06:30:00,25.06817
2021-01-06 06:45:00,25.986877
2021-01-06 07:00:00,26.93146
2021-01-06 07:15:00,23.832067
2021-01-06 07:30:00,25.435282
2021-01-06 07:45:00,25.549194
2021-01-06 08:00:00,23.678877
2021-01-06 08:15:00,25.18783
2021-01-06 08:30:00,25.413136
2021-01-06 08:45:00,24.201363
2021-01-06 09:00:00,25.038105
2021-01-06 09:15:00,24.757515
2021-01-06 09:30:00,24.754368
2021-01-06 09:45:00,24.30917
2021-01-06 10:00:00,24.027824
2021-01-06 10:15:00,23.945408
2021-01-06 10:30:00,23.893713
2021-01-06 10:45:00,24.08827
2021-01-06 11:00:00,24.08165
2021-01-06 11:15:00,23.643776
2021-01-06 11:30:00,24.382524
2021-01-06 11:45:00,23.783234
2021-01-06 12:00:00,33.963074
2021-01-06 12:15:00,26.765282
2021-01-06 12:30:00,24.824593
2021-01-06 12:45:00,25.480003
2021-01-06 13:00:00,26.848284
2021-01-06 13:15:00,23.455303
2021-01-06 13:30:00,25.118376
2021-01-06 13:45:00,25.35221
2021-01-06 14:00:00,23.454897
2021-01-06 14:15:00,24.913065
2021-01-06 14:30:00,25.067554
2021-01-06 14:45:00,24.31623
2021-01-06 15:00:00,24.700235
2021-01-06 15:15:00,24.41904
2021-01-06 15:30:00,24.583523
2021-01-06 15:45:00,23.70645
2021-01-06 16:00:00,23.570192
2021-01-06 16:15:00,24.382906
2021-01-06 16:30:00,23.573116
2021-01-06 16:45:00,23.942368
2021-01-06 17:00:00,23.80663
2021-01-06 17:15:00,23.42337
2021-01-06 17:30:00,24.202856
2021-01-06 17:45:00,23.521492
2021-01-06 18:00:00,35.506947
2021-01-06 18:15:00,27.359943
2021-01-06 18:30:00,24.991024
2021-01-06 18:45:00,26.106419
2021-01-06 19:00:00,27.575733
2021-01-06 19:15:00,24.162273
2021-01-06 19:30:00,25.962078
2021-01-06 19:45:00,25.820433
2021-01-06 20:00:00,23.78872
2021-01-06 20:15:00,25.258749
2021-01-06 20:30:00,25.594604
2021-01-06 20:45:00,24.34569
2021-01-06 21:00:00,24.849808
2021-01-06 21:15:00,24.831348
2021-01-06 21:30:00,25.020535
2021-01-06 21:45:00,25.299881
2021-01-06 22:00:00,24.184437
2021-01-06 22:15:00,24.701748
2021-01-06 22:30:00,24.3037
2021-01-06 22:45:00,24.523762
2021-01-06 23:00:00,24.457434
2021-01-06 23:15:00,23.991438
2021-01-06 23:30:00,25.156227
2021-01-06 23:45:00,24.021938
2021-01-07 00:00:00,33.578148
2021-01-07 00:15:00,26.83724
2021-01-07 00:30:00,25.01602
2021-01-07 00:45:00,25.62682
2021-01-07 01:00:00,26.722174
2021-01-07 01:15:00,24.09296
2021-01-07 01:30:00,25.390203
2021-01-07 01:45:00,25.785309
2021-01-07 02:00:00,23.957642
2021-01-07 02:15:00,24.989933
2021-01-07 02:30:00,25.616154
2021-01-07 02:45:00,24.832264
2021-01-07 03:00:00,25.089643
2021-01-07 03:15:00,24.953522
2021-01-07 03:30:00,25.101322
2021-01-07 03:45:00,24.431427
2021-01-07 04:00:00,23.970905
2021-01-07 04:15:00,24.473125
2021-01-07 04:30:00,23.895012
2021-01-07 04:45:00,23.961197
2021-01-07 05:00:00,23.956303
2021-01-07 05:15:00,23.43639
2021-01-07 05:30:00,24.46061
2021-01-07 05:45:00,23.622547
2021-01-07 06:00:00,36.0575
2021-01-07 06:15:00,26.964914
2021-01-07 06:30:00,24.982494
2021-01-07 06:45:00,25.912697
2021-01-07 07:00:00,26.800789
2021-01-07 07:15:00,24.07433
2021-01-07 07:30:00,25.208899
2021-01-07 07:45:00,25.481838
2021-01-07 08:00:00,23.646017
2021-01-07 08:15:00,24.485569
2021-01-07 08:30:00,25.316608
2021-01-07 08:45:00,24.539318
